"Property Name",,"vi-VN","Node Path","Description"
"Caption","Kpi History Item","Mục Lịch sử Kpi","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem",
"Caption","Range Start","Khoảng Bắt đầu","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeStart",
"Caption","Range End","Khoảng Kết thúc","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\RangeEnd",
"Caption","Value","Giá trị","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem\OwnMembers\Value",
"Caption","KPI","Kpi Ví dụ","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance",
"Caption","History Items","Các mục Lịch sử","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\HistoryItems",
"Caption","Scorecards","Thẻ tính điểm","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Scorecards",
"Caption","Name","Tên Kpi","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\KpiName",
"Caption","Period","Kỳ","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Period",
"Caption","Current","Hiện thời","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Current",
"Caption","Previous","Trước","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Previous",
"Caption","Change","Thay đổi","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Change",
"Caption","Trend","Hướng","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Trend",
"Caption","Sparkline","Sparkline","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\Sparkline",
"Caption","Chart Data Source","Nguồn Dữ liệu Biểu đồ","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\ChartDataSource",
"Caption","Gauge Data Source","Nguồn Dữ liệu Gauge","BOModel\DevExpress.ExpressApp.Kpi.KpiInstance\OwnMembers\GaugeDataSource",
"Caption","Scorecard","Thẻ tính điểm","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard",
"Caption","Name","Tên","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Name",
"Caption","Indicators","Chỉ dẫn","BOModel\DevExpress.ExpressApp.Kpi.KpiScorecard\OwnMembers\Indicators",
"Value","Kpi","Kpi","Localization\DashboardOrganizationItems\Kpi",
"Value","Day Month Ago","Ngày này tháng trước","Localization\DateRanges\DayMonthAgo",
"Value","Day Week Ago","Ngày này tuần trước","Localization\DateRanges\DayWeekAgo",
"Value","Day Year Ago","Ngày này năm trước","Localization\DateRanges\DayYearAgo",
"Value","Last Month To Date","Tháng trước đến ngày","Localization\DateRanges\LastMonthToDate",
"Value","Last Ten Days","Mười ngày cuối","Localization\DateRanges\LastTenDays",
"Value","Last Thirty Days","Ba mươi ngày cuối","Localization\DateRanges\LastThirtyDays",
"Value","Last Three Days","Ba ngày cuối","Localization\DateRanges\LastThreeDays",
"Value","Last Week To Date","Tuần trước đến ngày","Localization\DateRanges\LastWeekToDate",
"Value","Last Year To Date","Năm trước đến ngày","Localization\DateRanges\LastYearToDate",
"Value","Now","Bây giờ","Localization\DateRanges\Now",
"Value","This Month To Date","Tháng này đến ngày","Localization\DateRanges\ThisMonthToDate",
"Value","This Week To Date","Tuần này đến ngày","Localization\DateRanges\ThisWeekToDate",
"Value","This Year To Date","Năm nay đến ngày","Localization\DateRanges\ThisYearToDate",
"Value","Today","Hôm nay","Localization\DateRanges\Today",
"Value","Yesterday","Hôm qua","Localization\DateRanges\Yesterday",
"Value","Trend","Hướng","Localization\Enums\DevExpress.ExpressApp.Editors.Trend",
"Value","Better","Tốt hơn","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Better",
"Value","No change","Không có thay đổi","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\NoChange",
"Value","Worse","Tệ hơn","Localization\Enums\DevExpress.ExpressApp.Editors.Trend\Worse",
"Value","Direction","Chỉ dẫn","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction",
"Value","High is better","Cao là tốt hơn","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\HighIsBetter",
"Value","Low is better","Thấp là tốt hơn","Localization\Enums\DevExpress.ExpressApp.Kpi.Direction\LowIsBetter",
"Value","Current","Current","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Current",
"Value","Previous","Previous","Localization\Enums\DevExpress.ExpressApp.Kpi.MeasurementType\Previous",
"Value","Time Interval Type","Kiểu khoảng thời gian","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType",
"Value","Day","Ngày","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Day",
"Value","Hour","Giờ","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Hour",
"Value","Month","Tháng","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Month",
"Value","Week","Tuần","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Week",
"Value","Year","Năm","Localization\Enums\DevExpress.ExpressApp.Kpi.TimeIntervalType\Year",
"Value","The '{0}' range is not found.","The '{0}' range is not found.","Localization\Exceptions\RangeNotFound",
"Value","Vs","Vs","Localization\Texts\VersusText",
"Caption","Definition","Định nghĩa","Views\KpiDefinition_DetailView\Layout\Tabs\Definition",
"Caption","Criteria","Biểu thức lọc","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\SimpleEditors\SizeableEditors",
"Caption","MeasurementOptions","Tùy chọn Đo lường","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\MeasurementOptions",
"Caption","Zones","Vùng","Views\KpiDefinition_DetailView\Layout\Tabs\Definition\Options\OptionsTabs\Zones",
"Caption","Preview","Xem trước","Views\KpiDefinition_DetailView\Layout\Tabs\Preview",
"Caption","Objects","Đối tượng","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Objects_Group",
"Caption","Preview.Objects_Group","Preview.Objects_Group","Views\KpiDefinition_DetailView\Layout\Tabs\Preview\Preview.Objects_Group",
"Caption","Change State","Trạng thái thay đổi","ActionDesign\Actions\ChangeStateAction",
"ToolTip","Change state of the current object","Trạng thái thay đổi của đối tượng hiện thời","ActionDesign\Actions\ChangeStateAction",
"Caption","Caption","Tiêu đề","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Caption",
"Caption","Marker Object","Người đánh dấu Đối tượng","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\MarkerObject",
"Caption","Target Object Criteria","Biểu thức lọc Đối tượng Mục tiêu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\TargetObjectCriteria",
"Caption","State Machine","Trạng thái Máy","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\StateMachine",
"Caption","Transitions","Chuyển tiếp","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Transitions",
"Caption","Appearances","Diện mạo","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCState\OwnMembers\Appearances",
"Caption","IDCState Appearance","Diện mạo IDCState","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance",
"Caption","State","Trạng thái","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\State",
"Caption","Target Items","Các mục Mục tiêu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\TargetItems",
"Caption","Appearance Item Type","Kiểu Mục Giao diện","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Method","Phương thức","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Method",
"Caption","Context","Ngữ cảnh","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Context",
"Caption","Declaring Type","Kiểu Khai báo","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\DeclaringType",
"Caption","Priority","Ưu tiên","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Priority",
"Caption","Font Style","Kiểu chữ","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\FontStyle",
"Caption","Font Color","Màu chữ","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Màu nền","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\BackColor",
"Caption","Visibility","Nhìn thấy được","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Visibility",
"Caption","Enabled","Bật","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateAppearance\OwnMembers\Enabled",
"Caption","IDCState Machine","Trạng thái Máy IDCState","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine",
"Caption","Name","Tên","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\Name",
"Caption","Active","Hoạt động","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\Active",
"Caption","Expand Actions In Detail View","Mở các Hành động trong Detail View","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Target Object Type","Kiểu Đối tượng Mục tiêu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","Tên Thuộc tính Trạng thái","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Trạng thái Bắt đầu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StartState",
"Caption","States","Các trạng thái","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\States",
"Caption","IDCTransition","IDCTransition","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition",
"Caption","Caption","Tiêu đề","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\Caption",
"Caption","Source State","Trạng thái Nguồn","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\SourceState",
"Caption","Target State","Trạng thái Mục tiêu","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\TargetState",
"Caption","Marker Object","Người đánh dấu Đối tượng","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject",
"Caption","Marker","Người đánh đấu","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\Marker",
"Caption","Display Name","Tên hiển thị","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\DisplayName",
"Caption","State Machine Object Base","Đối tượng Trạng thái Máy Cơ sở","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.StateMachineObjectBase",
"Caption","State","Trạng thái","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState",
"Caption","Caption","Tiêu đề","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Caption",
"Caption","State Machine","Trạng thái Máy","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\StateMachine",
"Caption","Marker","Người đánh dấu","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Marker",
"Caption","Target Object Criteria","Biểu thức lọc Đối tượng Mục tiêu","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\TargetObjectCriteria",
"Caption","Transitions","Chuyển tiếp","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Transitions",
"Caption","Appearance","Diện mạo","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Appearance",
"Caption","Appearance","Diện mạo","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance",
"Caption","Appearance Item Type","Kiểu Mục Giao diện","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Context","Ngữ cảnh","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Context",
"Caption","Target Items","Các mục Mục tiêu","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\TargetItems",
"Caption","Priority","Ưu tiên","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Priority",
"Caption","Font Color","Màu chữ","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Màu nền","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\BackColor",
"Caption","Font Style","Kiểu chữ","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontStyle",
"Caption","Enabled","Bật","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Enabled",
"Caption","Visibility","Nhìn thấy được","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Visibility",
"Caption","State Machine","Trạng thái Máy","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine",
"Caption","Name","Tên","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Name",
"Caption","Active","Hoạt động","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Active",
"Caption","Target Object Type","Kiểu Đối tượng Mục tiêu","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","Tên Thuộc tính Trạng thái","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Trạng thái Bắt đầu","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\StartState",
"Caption","States","Các trạng thái","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\States",
"Caption","Expand Actions In Detail View","Mở các Hành động trong Detail View","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Transition","Chuyển tiếp","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition",
"Caption","Caption","Tiêu đề","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\Caption",
"Caption","Source State","Trạng thái Nguồn","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\SourceState",
"Caption","Target State","Trạng thái Mục tiêu","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\TargetState",
"Caption","Index","Index","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\Index",
"Caption","Save And Close View","Save And Close View","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\SaveAndCloseView",
"Caption","String Object","String Object","BOModel\DevExpress.ExpressApp.Utils.StringObject",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Utils.StringObject\OwnMembers\Name",
"Value","Font Style","Kiểu chữ","Localization\Enums\System.Drawing.FontStyle",
"Value","Bold","Đậm","Localization\Enums\System.Drawing.FontStyle\Bold",
