"Property Name",,"de","Node Path","Description"
"Value","The database version is greater than the application version. The application needs to be updated. Please contact your system administrator or download a new version.\r\nAdditional information: the local version {0} of module '{1}' is smaller than version {2} in the database.","Die Datenbank-Version größer ist als die Version der Anwendung. Die Anwendung muss aktualisiert werden. Bitte kontaktieren Sie Ihren Systemadministrator oder laden Sie eine neue Version. \r\nAdditional Informationen: die lokale Version {0} von Modul '{1}' ist kleiner als Version {2} in der Datenbank.","Localization\Exceptions\SystemExceptions\CompatibilityApplicationIsOldError",
"Value","The database version is older than the application version. The database needs to be updated.","Die Datenbank ist eine ältere Version als die Anwendung. Die Datenbank muss aktualisiert werden.","Localization\Exceptions\SystemExceptions\CompatibilityDatabaseIsOldError",
"Value","Config file '{0}' doesn't exists","Konfigurations Datei '{0}'existiert nicht","Localization\Exceptions\SystemExceptions\ConfigFileDoesNotExists",
"Value","The 'add\[@key=""Modules""]' node should contain module list, config file '{0}'","Der ""add\[@ key =""Module""] 'Knoten sollte Modul Liste enthalten, Konfigurations Datei '{0}'","Localization\Exceptions\SystemExceptions\ConfigFileHasNoModuleNames",
"Value","Unable to set '{0}' property. Current object is not set","'{0}' Eigenschaft kann nicht gesetzt werden. Aktuelles Objekt ist nicht gesetzt","Localization\Exceptions\SystemExceptions\CurrentObjectIsNotSet",
"Value","To avoid this error it's necessary to assign the CustomizePopupWindowParamsEventArgs.View property when handling the CustomizePopupWindowParams event. To accomplish this, create a View using the XafApplication.CreateDetailView/CreateListView methods. Please refer to the product's documentation for more detailed information on these classes and methods. If this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","Um diesen Fehler zu vermeiden, ist es notwendig, die CustomizePopupWindowParamsEventArgs.View Eigenschaft, beim Umgang mit dem CustomizePopupWindowParams Termine zuzuweisen. Um dies zu erreichen, erstellen Sie eine Ansicht mit dem XafApplication.CreateDetailView / CreateListView Methoden. Bitte beachten Sie die Produkt-Dokumentation für weitere Informationen über diese Klassen und Methoden. Wenn dies nicht hilft, kontaktieren Sie bitte unser Support Team unter http://www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\CustomizePopupWindowParamsEventArgsViewIsNull",
"Value","A dataLayer already exists: '{0}'","Ein dataLayer existiert bereits: '{0}'","Localization\Exceptions\SystemExceptions\DataLayerAlreadyExists",
"Value","Dictionary path item parsing failed. There is a syntax error in expression '{0}'","Wörterbuch-Pfad-Analyse gescheitert. Es gibt einen Syntaxfehler in Ausdruck '{0}'","Localization\Exceptions\SystemExceptions\DictionaryPathItemParsingFailed",
"Value","Dictionary path parsing failed. There is a syntax error in expression '{0}'","Wörterbuch-Pfad-Analyse gescheitert. Es gibt einen Syntaxfehler in Ausdruck '{0}'","Localization\Exceptions\SystemExceptions\DictionaryPathParsingFailed",
"Value","Duplicate Component Identifier '{0}'","Duplicate Component Identifier '{0}'","Localization\Exceptions\SystemExceptions\DuplicateComponentIdentifier",
"Value","Error occurs while adding the '{2}' custom property ('{0}' property type) to the '{1}' type: '{3}'","Fehler beim Hinzufügen der '{2}' benutzerdefinierte Eigenschaft (""{0} 'Art der Eigenschaft) zu '{1}' Typ: '{3}'","Localization\Exceptions\SystemExceptions\ErrorOccursWhileAddingTheCustomProperty",
"Value","The following error occurred:","Der folgende Fehler ist aufgetreten:","Localization\Exceptions\SystemExceptions\ExceptionDialogLabel",
"Value","Column '{0}' does not exist in grid","Spalte '{0}' existiert nicht in Tabelle","Localization\Exceptions\SystemExceptions\GridColumnDoesNotExist",
"Value","Column '{0}' already exists in grid","Spalte '{0}' existiert schon iin Tabelle","Localization\Exceptions\SystemExceptions\GridColumnExists",
"Value","Cannot set EditMode property. GridControl has been created already","Kann die EditMode-Eigenschaft nicht setzen. GridControl wurde bereits erstellt","Localization\Exceptions\SystemExceptions\GridControlIsAlreadyCreated",
"Value","Incompatible parameters combination. The PopupWindow has the same ObjectSpace as the main View.  However, the SaveOnAccept property of the Popup Window's DialogController is set to true. Use a new ObjectSpace for the invoked Popup Window or set the DialogController. SaveOnAccept property to false.","Inkompatible Parameter-Kombination. Der PopupWindow hat die gleiche ObjectSpace wie Haupt-Übersicht. Allerdings ist die SaveOnAccept Eigenschaft des Popup-Fensters DialogController auf true gesetzt. Verwenden Sie eine neue ObjectSpace für das aufgerufene Popup-Fenster oder setzen Sie die DialogController. SaveOnAccept-Eigenschaft auf false.","Localization\Exceptions\SystemExceptions\IncompatibleParametersCombinationOnViewChanged",
"Value","The passed config file '{0}' doesn't contain the '<add key=""Modules""' node","Die übergebene Konfigurationsdatei '{0}' enthält nicht den '<add key = ""Module""' Knoten","Localization\Exceptions\SystemExceptions\IncorrectConfigFile",
"Value","Infinite recursion detected: the '{0}' detail view was created {1} times","Unendliche Rekursion entdeckt: die '{0}' Detailansicht wurde {1} Mal erstellt","Localization\Exceptions\SystemExceptions\InfiniteRecursionDetected",
"Value","Invalid application version on '{0}'","Ungültige Version der Anwendung auf '{0}'","Localization\Exceptions\SystemExceptions\InvalidApplicationVersion",
"Value","Invalid value type is assigned to the '{0}' parametrized action. Set the Int, String or DateTime type instead.","Ungültiger Wert-Typ ist der '{0}' parametrisierten Aktion zugeordnet. Stellen Sie anstelle Int, Datensatz oder DateTime-Typ.","Localization\Exceptions\SystemExceptions\InvalidParametrizedActionValueType",
"Value","The {0} object's {1} property has an incorrect value of {2}. Initialize the property with a correct {3} enumeration value in the {4} business class' AfterConstruction method.","Die {0} Objekt {1} Eigenschaft hat einen falschen Wert von {2}. Initialisieren Sie die Eigenschaft mit einem korrekten {3} Enumerationswert in der {4} Business Class 'AfterConstruction' Methode.","Localization\Exceptions\SystemExceptions\InvalidValueOfEnumProperty",
"Value","'{0}' is not valid namespace prefix description","'{0}' ist keine gültige Namespacepräfix Beschreibung","Localization\Exceptions\SystemExceptions\IsNotValidNamespacePrefixDescription",
"Value","It's imposible to find path='{0}' for node '{1}'","Es ist nicht möglich den Pfad = '{0}' für Knoten '{1}' zu finden","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindPathForNode",
"Value","It's imposible to find SourceNode='{0}\\{1}'","Es ist nicht möglich den SourceNode='{0}\\{1}' zu finden","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindSourceNode",
"Value","Incorrect count: '{0}'","Falsche Zählung: '{0}'","Localization\Exceptions\SystemExceptions\LayoutControlInvalidCount",
"Value","ListEditor should implement IDXPopupMenuHolder interface","ListEditor sollte die IDXPopupMenuHolderSchnittstelle beinhalten","Localization\Exceptions\SystemExceptions\ListEditorShouldImplement",
"Value","The '{0}' method should be used","Die '{0}'Methode sollte verwendet werden","Localization\Exceptions\SystemExceptions\MethodShouldBeUsed",
"Value","Modules has already been loaded","Module bereits geladen","Localization\Exceptions\SystemExceptions\ModulesHasAlreadyBeenLoaded",
"Value","Names and values collections should have equal lengths","Namen und Werte Sammlungen sollten gleich lang sein","Localization\Exceptions\SystemExceptions\NameAndValueCollectionsShouldHaveEqualLengths",
"Value","The '{0}' node contains two child nodes with the '{1}' value in the key attribute. \r\n  Node1: '{2}'\r\n  Node2: '{3}'","Der '{0}' Knoten enthält zwei untergeordnete Knoten mit dem '{1}' Wert im Schlüssel-Attribut. \r\n Knoten1: '{2}' \r\n Knoten2: '{3}'","Localization\Exceptions\SystemExceptions\NodeContainsDuplicatedChildNodes",
"Value","The '{0}' node was not found","Der '{0}' Knoten wurde nicht gefunden","Localization\Exceptions\SystemExceptions\NodeWasNotFound",
"Value","The '{0}' read-only parameter is not registered in the ParametersFactory.","Die '{0}' nur-lesen Parameter ist nicht in der ParametersFactory registriert.","Localization\Exceptions\SystemExceptions\NotRegisteredReadOnlyParameterException",
"Value","Object cannot be formatted because the specified format string is invalid: '{0}'","Objekt kann nicht formatiert werden, da der angegebene Format-String ungültig ist: '{0}'","Localization\Exceptions\SystemExceptions\ObjectFormatterFormatStringIsInvalid",
"Value","Page can only contain one instance of '{0}' control","Seite kann nur eine Instanz von '{0}' Steuerung sein","Localization\Exceptions\SystemExceptions\PageCanOnlyContainOneInstanceOfControl",
"Value","The criterion contains the '{0}' read-only parameter which conflicts with the '{0}' property of the '{1}' class. To refer to the read-only parameter, use the '@@{0}' syntax. To refer to the property, use the '@this.{0}' syntax.","Das Kriterium enthält die '{0}' nur-lesen Parameter welcher in Konflikt mit der '{0}' Eigenschaft der '{1}' Klasse steht. Um sich auf die nur-lese-Parameter zu beziehen, verwende '@ @ {0}' Syntax. Um sich auf Eigenschaften zu beziehen, den '@this.{0}' Syntax","Localization\Exceptions\SystemExceptions\ParameterConflictsWithPropertyException",
"Value","The object that has been passed belongs to another ObjectSpace. This error may occur when you manipulate your objects via an ObjectSpace which these objects do not belong to. For instance, you may receive this error when using the XafApplication.CreateDetailView method in case you passed an object that was obtained from a different ObjectSpace than the ObjectSpace used as a parameter in this method. To correct this error, you should ensure that all the objects you manipulate belong to one ObjectSpace.\r\nIn most cases, to avoid this error it's sufficient to call the ObjectSpace.GetObject/GetObjectByKey methods to get a passed object in the target ObjectSpace.\r\nIf this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","Das Objekt, das bearbeitet wurde, gehört zu einem anderen ObjectSpace. Dieser Fehler kann auftreten, wenn Sie Ihre Objekte über eine ObjectSpace manipulieren, der diese Objekte nicht angehören. Zum Beispiel können Sie diesen Fehler erhalten, wenn Sie die XafApplication.CreateDetailView Methode, mit einem anderen Parameter als diesem ObjectSpace in dieser Methode zuordnen. Um diesen Fehler zu beheben, sollten Sie sicherstellen, dass alle Objekte, die Sie bearbeiten in einem ObjectSpace.\r\nIn sind. Um diesen Fehler zu vermeiden, ist es ausreichend, um die ObjectSpace.GetObject/ GetObjectByKey Methoden aufrufen, und das Objekt in das Ziel ObjectSpace.\r\n zu übergeben. Wenn dies nicht hilft, kontaktieren Sie bitte unser Support Team unter http://www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\PassedObjectBelongsToAnotherObjectSpace",
"Value","Permission is denied","Erlaubnis verweigert","Localization\Exceptions\SystemExceptions\PermissionIsDenied",
"Value","Process was aborted","Prozess abgebrochen","Localization\Exceptions\SystemExceptions\ProcessWasAborted",
"Value","Cannot update the CriteriaWrapper because the criterion uses dynamic parameters, but the current object isn't specified. To update the CriteriaWrapper, call the UpdateParametersValues(Object currentObject) method and pass the current object as the parameter.","Kann den CriteriaWrapper nicht aktualisieren, da das Kriterium dynamische Parameter verwendet, aber das aktuelle Objekt nicht angegeben ist. Zum Aktualisieren der CriteriaWrapper, rufen Sie die UpdateParametersValues ​​(Object currentObject)-Methode und übergeben das aktuelle Objekt als Parameter.","Localization\Exceptions\SystemExceptions\RequiresCurrentObjectException",
"Value","Resource item with name '{0}' is not found","Ressourcen-Element mit dem Namen '{0}' wurde nicht gefunden","Localization\Exceptions\SystemExceptions\ResourceItemWithNameIsNotFound",
"Value","RuleSet clearing is denied","RuleSet löschen verweigert","Localization\Exceptions\SystemExceptions\RuleSetClearingIsDenied",
"Value","Source attribute expression should start with '{0}': '{1}'","Source-Attribut Ausdruck sollte mit '{0}': '{1}' beginnen","Localization\Exceptions\SystemExceptions\SourceAttributeExpressionShouldStartWith",
"Value","Source attribute path should consist of one or more node name and at last attribute name, which are delimited by the '\\' symbol: '{0}'","Source-Attribut Ausdruck sollte mit '{0}': '{1}' beginnen Der Source-Attribut Pfad sollte aus einem oder mehreren Knotenname und einem Attributnamen bestehen, welche durch '\\'-Symbol: '{0}' getrennt sind.","Localization\Exceptions\SystemExceptions\SourceAttributePathShouldConsistOf",
"Value","SourceNode expression should start with '{0}': '{1}'","SourceNode Ausdruck sollte mit '{0}': '{1}' beginnen","Localization\Exceptions\SystemExceptions\SourceNodeExpressionShouldStartWith",
"Value","Cannot find TypeInfo for type '{0}'. You should put your template in an XAF module, or manually register it using the XafTypesInfo.Instance.FindTypeInfo(typeof({0})) method.","Kann TypeInfo für Typ '{0}' nicht finden . Sie sollten Ihre Vorlage in einem XAF Modul setzen oder manuell mit dem XafTypesInfo.Instance.FindTypeInfo (typeof ({0}))-Methode registrieren.","Localization\Exceptions\SystemExceptions\TemplateTypeInfoMissed",
"Value","The aspect '{0}' is not present in the aspects collection","Der Aspekt '{0}' ist nicht in den Aspekten Kollektion vorhanden","Localization\Exceptions\SystemExceptions\TheAspectIsNotPresentInAspectsCollection",
"Value","The '{0}' assembly doesn't refer assembly {1} ({2})","Der '{0}' Assembly bezieht sich nicht auf Assembly {1} ({2})","Localization\Exceptions\SystemExceptions\TheAssemblyDoesntReferAssembly",
"Value","The '{0}' class is not found in the BOModel","Die '{0}' Klasse wurde im BOModel nicht gefunden","Localization\Exceptions\SystemExceptions\TheClassIsNotFoundInBOModel",
"Value","The ClassName attribute of the referenced view node is empty:","Das ClassName Attribut des referenzierten Ansicht Knotens ist leer:","Localization\Exceptions\SystemExceptions\TheClassNameAttributeIsEmpty",
"Value","The ClassName attribute of the referenced view node refers to a different type. \r\nShortcut object type: {0}\r\nView node object type: {1}","Das ClassName Attribut des referenzierten Ansicht Knoten bezieht sich auf einen anderen Typen. \r\nShortcut Objekttyp: {0}\r\nView node object typ: {1}","Localization\Exceptions\SystemExceptions\TheClassNameAttributeRefersToADifferentType",
"Value","The CreateApplicationModulesManager method returns null","Die CreateApplicationModulesManager Methode gibt null zurück","Localization\Exceptions\SystemExceptions\TheCreateApplicationModulesManagerReturnsNull",
"Value","The expression should consist of the search expression and source attribute name which are delimited by ';' symbol: '{0}'","Der Ausdruck sollte den Suchausdruck und Quellattribut Namen bestehen, getrennt durch ';' symbol: '{0}'","Localization\Exceptions\SystemExceptions\TheExpressionShouldConsistOf",
"Value","The 'expressionString' string contains {0} expressions","Die 'expressionString' datensatz enthält {0} Ausdrücke","Localization\Exceptions\SystemExceptions\TheExpressionStringContainsANumberOfExpressions",
"Value","The passed '{0}' file is not a *.dll or *.config file","Die '{0}' Datei ist keine *.dll or *.config file","Localization\Exceptions\SystemExceptions\ThePassedFileIsNotADllOrConfig",
"Value","There is already a creator registered for the format '{0}'","Für das Format '{0}' ist schon ein Autor registriert","Localization\Exceptions\SystemExceptions\ThereIsAlreadyRegisteredCreatorForFormat",
"Value",,,"Localization\Exceptions\SystemExceptions\TheSourceNodeCannotAddressToSeveralNodes",
