"Property Name",,"no","Node Path","Description"
"Caption","Allow Delete","Allow Delete","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionData\OwnMembers\AllowDelete",
"Caption","Allow Navigate","Allow Navigate","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionData\OwnMembers\AllowNavigate",
"Caption","Type Operation Permission Descriptor","Type Operation Permission Descriptor","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor",
"Caption","Object Type","Object Type","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\ObjectType",
"Caption","Parent","Parent","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Parent",
"Caption","Object","Object","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Object",
"Caption","Category","Category","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Category",
"Caption","Read","Read","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Read",
"Caption","Write","Write","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Write",
"Caption","Create","Create","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Create",
"Caption","Delete","Delete","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Delete",
"Caption","Navigate","Navigate","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Navigate",
"Caption","Type Permission Data","Type Permission Data","BOModel\DevExpress.ExpressApp.Security.TypePermissionData",
"Caption","Target Type","Target Type","BOModel\DevExpress.ExpressApp.Security.TypePermissionData\OwnMembers\TargetType",
"Caption","Allow Read","Allow Read","BOModel\DevExpress.ExpressApp.Security.TypePermissionData\OwnMembers\AllowRead",
"Caption","Allow Write","Allow Write","BOModel\DevExpress.ExpressApp.Security.TypePermissionData\OwnMembers\AllowWrite",
"Caption","Type Permission Details","Type Permission Details","BOModel\DevExpress.ExpressApp.Security.TypePermissionDetails",
"Caption","Member Permissions","Member Permissions","BOModel\DevExpress.ExpressApp.Security.TypePermissionDetails\OwnMembers\MemberPermissions",
"Caption","Object Permissions","Object Permissions","BOModel\DevExpress.ExpressApp.Security.TypePermissionDetails\OwnMembers\ObjectPermissions",
"Value","Login: {0}","Login: {0}","Localization\Controls\ServerLog\AuthenticationStandardLogonParametersTemplate",
"Value","User cannot be found through the IsGranted operation.","User cannot be found through the IsGranted operation.","Localization\Controls\ServerLog\CannotFindUser",
"Value","IsGranted has been received.\r\nResponse:{0}.","IsGranted has been received.\r\nResponse:{0}.","Localization\Controls\ServerLog\IsGrantedMessage",
"Value","Permission:\r\n{0}","Permission:\r\n{0}","Localization\Controls\ServerLog\Permission",
"Value","PermissionRequest\r\n{0}","PermissionRequest\r\n{0}","Localization\Controls\ServerLog\PermissionRequest",
"Value","Model Access Modifier","Model Access Modifier","Localization\Enums\DevExpress.ExpressApp.Security.ModelAccessModifier",
"Value","Allow","Tillat","Localization\Enums\DevExpress.ExpressApp.Security.ModelAccessModifier\Allow",
"Value","Deny","Nekt","Localization\Enums\DevExpress.ExpressApp.Security.ModelAccessModifier\Deny",
"Value","Object Access","Object Access","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess",
"Value","AllAccess","Alle rettigheter","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\AllAccess",
"Value","ChangeAccess","Endre rettighet","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\ChangeAccess",
"Value","Create","Opprett","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Create",
"Value","Delete","Slett","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Delete",
"Value","Navigate","Navigere","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Navigate",
"Value","NoAccess","Ingen rettighet","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\NoAccess",
"Value","Read","Lese","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Read",
"Value","Write","Skrive","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Write",
"Value","Object Access Modifier","Object Access Modifier","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier",
"Value","Allow","Tillat","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier\Allow",
"Value","Deny","Nekt","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier\Deny",
"Value","None","Ingen","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier\None",
"Value","You can not delete the '{0}' object due to the security restrictions.","You can not delete the '{0}' object due to the security restrictions.","Localization\Exceptions\CanNotDeleteObject",
"Value","You can not save the '{0}' object due to the security restrictions.","You can not save the '{0}' object due to the security restrictions.","Localization\Exceptions\CanNotSaveObject",
"Value","The '{0}' user is last administrator in the system. Unable to revoke administrative rights.","Brukeren '{0}' er siste administrator i systemet. Kan ikke oppheve administrative rettigheter.","Localization\Exceptions\UserVisibleExceptions\Security\LastAdmin",
"Value","Login failed for '{0}'. {1}","Pålogging mislyktes for {0}. {1}","Localization\Exceptions\UserVisibleExceptions\Security\LoginFailed",
"Value","New password is equal to old password.","Nytt passord er likt gammelt passord.","Localization\Exceptions\UserVisibleExceptions\Security\NewPasswordIsEqualToOldPassword",
"Value","Old password is wrong.","Gammelt passord er feil.","Localization\Exceptions\UserVisibleExceptions\Security\OldPasswordIsWrong",
"Value","Passwords are different.","Passord er forskjellige.","Localization\Exceptions\UserVisibleExceptions\Security\PasswordsAreDifferent",
"Value","Make sure your user name is correct and retype the password in the correct case.","Skriv inn informasjonen på nytt. Husk å skille mellom små og store bokstaver i passord.","Localization\Exceptions\UserVisibleExceptions\Security\RetypeTheInformation",
"Value","The user name must not be empty.","Brukernavn kan ikke være tomt.","Localization\Exceptions\UserVisibleExceptions\Security\UserNameIsEmpty",
"Value","Create","Create","Localization\Messages\Create",
"Value","Delete","Delete","Localization\Messages\Delete",
"Value"," is granted on member in '{0}' class."," is granted on member in '{0}' class.","Localization\Messages\IsGrantedFrom",
"Value"," is inherited from '{0}' class. "," is inherited from '{0}' class. ","Localization\Messages\IsInheritedFrom",
"Value","Navigate","Navigate","Localization\Messages\Navigate",
"Value","Read","Read","Localization\Messages\Read",
"Value","Write","Write","Localization\Messages\Write",
"Caption","My Details","Mine detaljer","NavigationItems\Items\Default\Items\MyDetails",
"Caption","Log On","Logg på","Views\AuthenticationStandardLogonParameters_DetailView",
"Text","Welcome! Please enter your user name and password below.","Velkommen! Vennligst skriv inn ditt brukernavn og passord nedenfor.","Views\AuthenticationStandardLogonParameters_DetailView\Items\LogonText",
"Caption","Change password on first logon","Endre passordet ved første pålogging","Views\ChangePasswordOnLogonParameters_DetailView",
"Text","For security reasons, you must now set your own password. Please enter your new password in the two text fields below, and be sure not to reuse a password you used before.","Av sikkerhetsgrunner må du nå angi ditt eget passord. Skriv inn det nye passordet i de to tekstfeltene nedenfor, og forsikre deg om at du ikke bruker et passord du har brukt tidligere.","Views\ChangePasswordOnLogonParameters_DetailView\Items\ChangePasswordText",
"Caption","Change Password","Endre passord","Views\ChangePasswordParameters_DetailView",
"Text","To change your password, please enter your old and new passwords in the text fields below.","For å endre ditt passord, Vennligst skriv inn det gamle og nye passordet i tekstfeltene nedenfor.","Views\ChangePasswordParameters_DetailView\Items\ChangePasswordText",
"Caption","Reset Password","Tilbakestill passord","Views\ResetPasswordParameters_DetailView",
"Text","Setting the user's password will create a new password for the user automatically, and at the same time disable the user's login with the old password. You must then pass on the new password to the user, so he/she can continue to work with the application. Are you sure you want to do this?","Ved å angi brukerens passord vil det automatisk bli oppretter et nytt passord for brukeren, og samtidig deaktivere brukerpålogging med det gamle passordet. Du må deretter sende på det nye passordet til brukeren, slik at han/hun kan fortsette å arbeide med programmet. Er du sikker på at du vil gjøre dette?","Views\ResetPasswordParameters_DetailView\Items\ResetPasswordText",
"Caption","Role","Role","Views\SecurityStrategyRole_LookupListView",
"Caption","User","User","Views\SecurityUserBase_LookupListView",
"Caption","User","User","Views\SecurityUserWithRolesBase_LookupListView",
"Value","Warning","Advarsel","Localization\Captions\SchedulerResourceDeletingWarning",
"Value","Please refresh the event detail view to load changes.","Vennligst oppfrisk detaljvisningen for hendelsen for å hente opp endringene","Localization\Messages\SchedulerResourceDeletingWarning",
"Caption","Edit Series","Redigere serien","ActionDesign\Actions\EditSeries",
"Caption","Open Series","Åpne serien","ActionDesign\Actions\OpenSeries",
"Caption","Restore Occurrence","Gjenopprett forekomst","ActionDesign\Actions\RestoreOccurrence",
"Caption","Edit Series","Redigere serien","ActionDesign\Actions\EditSeriesDetailView",
"Value","Do you want to delete all occurrences of the recurring appointment ""{0}"", or just this one?","Do you want to delete all occurrences of the recurring appointment ""{0}"", or just this one?","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationCaption",
"Value","This occurrence","This occurrence","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationOccurrence",
"Value","The Series","The Series","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationSeries",
"Value","Confirm Delete","Confirm Delete","Localization\Controls\SchedulerAspNetModule\DeleteRecurrencePopupControlHeader",
"Value","Recurrence","Recurrence","Localization\Controls\SchedulerAspNetModule\RecurrencePopupControlHeader",
"Value","Remove recurrence","Remove recurrence","Localization\Controls\SchedulerAspNetModule\RecurrencePopupControlRemoveRecurrence",
"Caption","Open","Åpne","ActionDesign\Actions\OpenCategory",
"Caption","Fill Categories","Fyll kategorier","ActionDesign\Actions\FillCategories",
"Caption","Categorize Images","Kategoriser bilder","ActionDesign\Actions\CategorizeImages",
"Caption","Image Preview List Mode","Bilde forhåndsvisning liste-modus","ActionDesign\Actions\ImagePreviewListMode",
"Caption","List","List","ActionDesign\Actions\ImagePreviewListMode\ChoiceActionItems\List",
"Caption","Thumbnails","Thumbnails","ActionDesign\Actions\ImagePreviewListMode\ChoiceActionItems\Thumbnails",
"Caption","Assembly Image Source Browser","Samling bilde kilde fremviser","BOModel\DevExpress.ExpressApp.Demos.Win.AssemblyImageSourceBrowser",
"Caption","Category","Kategori","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString",
"Caption","Name","navn","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString\OwnMembers\Name",
"Caption","Images","Bilder","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString\OwnMembers\Images",
"Caption","File Image Source Browser","Fil bilde kilde fremviser","BOModel\DevExpress.ExpressApp.Demos.Win.FileImageSourceBrowser",
"Caption","Image Browser Category","Bilde fremviser kategori","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory",
"Caption","Owner","Eier","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\Owner",
"Caption","Parent Category","Overordnet kategori","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\ParentCategory",
"Caption","Child Categories","Barn kategorier","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\ChildCategories",
"Caption","Name","Navn","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\Name",
"Caption","Image Node","Bilde-node","BOModel\DevExpress.ExpressApp.Demos.Win.ImageNode",
"Caption","Image","Bilde","BOModel\DevExpress.ExpressApp.Demos.Win.ImageNode\OwnMembers\Image",
"Caption","Image","Bilde","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject",
"Caption","Image Name","Navn på bildet","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\ImageName",
"Caption","Small","Liten","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image12x12",
"Caption","Original","Opprinnelig","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image16x16",
"Caption","Large","Stort","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image32x32",
"Caption","Dialog","Skjermbilde","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image48x48",
"Caption","Original Image","Opprinnelig bilde","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\OriginalImage",
"Caption","Categories","Kategorier","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Categories",
"Caption","Images Group Node","Bilder Gruppenode","BOModel\DevExpress.ExpressApp.Demos.Win.ImagesGroupNode",
"Caption","Images","Bilder","BOModel\DevExpress.ExpressApp.Demos.Win.ImagesGroupNode\OwnMembers\Images",
"Caption","Image Source Browser","Bilde kilde fremviser","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase",
"Caption","Image Source Name","Bilde kildenavn","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\ImageSourceName",
"Caption","Image Categories","Bildekategorier","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\ImageCategories",
"Caption","Categories","Kategorier","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\Categories",
"Caption","Images","Images","NavigationItems\Items\Images",
"Caption","Image Preview Object","Bilde forhåndsvisning objekt","Views\ImagePreviewObject_DetailView\Layout\Main\SimpleEditors\ImagePreviewObject",
"Value","Chart data vertical","Diagram data loddrett","Localization\PivotGridModule\ChartDataVertical",
"Value","Chart options","Diagram alternativer","Localization\PivotGridModule\ChartOptions",
"Value","Clear settings","Fjern innstillinger","Localization\PivotGridModule\ClearSettings",
"Value","Hide Chart","Skjul diagram","Localization\PivotGridModule\HideChart",
"Value","Invoke Wizard","Start veiviser","Localization\PivotGridModule\InvokeWizard",
"Value","Show Chart","Vis diagram","Localization\PivotGridModule\ShowChart",
"Value","Show column grand totals","Vis kolonnen totalsummer","Localization\PivotGridModule\ShowColumnGrandTotals",
"Value","Show column totals","Vis kolonnesummer","Localization\PivotGridModule\ShowColumnTotals",
"Value","Show row grand totals","Vis totalsummer i rad","Localization\PivotGridModule\ShowRowGrandTotals",
"Value","Show row totals","Vise radsummer","Localization\PivotGridModule\ShowRowTotals",
"Caption","Bind Analysis Data","Binde data analyse","ActionDesign\Actions\BindAnalysisData",
"Caption","Unbind Analysis Data","Frigi data analyse","ActionDesign\Actions\UnbindAnalysisData",
"Value","Chart","Chart","Localization\Controls\AnalysisControl\ChartTabCaption",
"Value","Chart type","Chart type","Localization\Controls\AnalysisControl\ChartTypeCaption",
"Value","Chart Wizard","Chart Wizard","Localization\Controls\AnalysisControl\ChartWizardText",
"Value","The current pivot grid settings cannot be used to construct a chart of the '{0}' type.","The current pivot grid settings cannot be used to construct a chart of the '{0}' type.","Localization\Controls\AnalysisControl\IncorrectChartTypeErrorMessage",
"Value","Pivot","Pivot","Localization\Controls\AnalysisControl\PivotTabCaption",
"Value","Print the chart","Print the chart","Localization\Controls\AnalysisControl\PrintChartText",
"Value","Show Column Grand Total","Show Column Grand Total","Localization\Controls\AnalysisControl\ShowColumnGrandTotalText",
"Value","Show Row Grand Total","Show Row Grand Total","Localization\Controls\AnalysisControl\ShowRowGrandTotalText",
"RelatedAnalysisGroupCaption",,"Analyse","NavigationItems",
"Caption","Print PivotGrid","Skrive ut PivotGrid","ActionDesign\Actions\PrintPreviewPivotGrid",
"Caption","Print Chart","Skriv ut diagram","ActionDesign\Actions\PrintChart",
"Caption","ChartWizard","Diagram veileder","ActionDesign\Actions\ChartWizard",
"Caption","Show in Report","Vis i rapport","ActionDesign\Actions\ShowInReport",
"ToolTip","Show selected records in a report","Vis merkede poster i en rapport","ActionDesign\Actions\ShowInReport",
"Caption","Report","Rapport","BOModel\DevExpress.ExpressApp.Reports.ReportData",
"Caption","Report Name","Rapportnavn","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\ReportName",
"Caption","Data Type","Datatype","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\DataTypeCaption",
"Caption","Is Inplace Report","Er inplace rapport","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\IsInplaceReport",
"Value","Data Type","Data Type","Localization\Controls\ReportsModule\DataType",
"Value","Filter","Filter","Localization\Controls\ReportsModule\Filter",
"Value","Filter Description","Filter Description","Localization\Controls\ReportsModule\FilterDescription",
"Value","Filter For Design Preview","Filter For Design Preview","Localization\Controls\ReportsModule\FilterForDesignPreview",
"Value","Filtering","Filtering","Localization\Controls\ReportsModule\Filtering",
"Value","Is Parametrized","Is Parametrized","Localization\Controls\ReportsModule\IsParametrized",
"Value","Parameters Object Type","Parameters Object Type","Localization\Controls\ReportsModule\ParametersObjectType",
"Value","Report Name","Report Name","Localization\Controls\ReportsModule\ReportName",
"RelatedReportsGroupCaption",,"Rapporter","NavigationItems",
"Caption","Reports","Reports","NavigationItems\Items\Reports\Items\Reports",
"Caption","Reports","Rapporter","Views\ReportData_ListView",
"Caption","Edit","Rediger","ActionDesign\Actions\EditReportController.Edit",
"Caption","Preview","Forhåndsvisning","ActionDesign\Actions\PreviewReport",
"Caption","Show Report Designer","Vis rapport designer","ActionDesign\Actions\ShowReportDesigner",
"Caption","Execute Report","Kjør rapport","ActionDesign\Actions\ExecuteReport",
"Caption","New Xaf Report Wizard Parameters","Ny Xaf rapport veileder parametere","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters",
"Caption","Report Type","Rapporttype","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\ReportType",
"Caption","Report Name","Rapportnavn","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\ReportName",
"Caption","Data Type","Datatype","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\DataType",
"Value","All Files","All Files","Localization\Captions\AllFiles",
"Value","Export layout to file...","Export layout to file...","Localization\Captions\ExportLayout",
"Value","Import layout from file...","Import layout from file...","Localization\Captions\ImportLayout",
"Value","Error","Feil","Localization\Captions\ReportDesignerError",
"Value","Warning","Advarsel","Localization\Captions\ReportDesignerWarning",
"Value","Report Files","Report Files","Localization\Captions\ReportFiles",
"Value","Report Type","Report Type","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType",
"Value","Label","Etikett","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType\Label",
"Value","Standard","Standard","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType\Standard",
"Value","The Filter you have set cannot be used as a design time filter because it uses queryable fields.\r\nAn automatic variation of the filter will be created for design time use,\r\nand you can modify this filter yourself by setting the FilterForDesignPreview property.","Filteret du har angitt kan ikke brukes som et design-time filter, fordi den bruker queryable felt. \nEn automatisk variant av filteret vil bli opprettet for bruk design-time, \nog du kan endre dette filteret selv ved å angi egenskapen FilterForDesignPreview.","Localization\Messages\ReportPreviewFilter",
"Value","Filters with queryable fields cannot be used for the FilterForDesignPreview property.","Filtre med queryable felt kan ikke brukes for egenskapen FilterForDesignPreview.","Localization\Messages\WrongReportPreviewFilter",
"Caption","New Report Wizard","Ny rapport veiviser","Views\NewXafReportWizardParameters_DetailView",
"Text","To create a new report, please enter a name in the field below and select the primary data type of the report from the list.","Hvis du vil opprette en ny rapport, skriver du inn et navn i feltet nedenfor og velger primær datatype for rapporten fra listen.","Views\NewXafReportWizardParameters_DetailView\Items\ReportText",
"Caption","Static(11)","Static(11)","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static",
"Caption","New Report Params","Nye rapport parametre","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static\NewReportParams",
"Caption","Simple Editors","Enkel tekstbehandler","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static\NewReportParams\SimpleEditors",
"Caption","Preview","Forhåndsvisning","ActionDesign\Actions\ShowReportInPreviewWindow",
"ToolTip","Show report in preview window","Show report in preview window","ActionDesign\Actions\ShowReportInPreviewWindow",
"Caption","Preview","Forhåndsvisning","ActionDesign\Actions\ReportViewerDialogController_Preview",
"Caption","Close","Lukk","ActionDesign\Actions\ReportViewerDialogController_Close",
"Value","Press OK to download the report","Trykk OK for å laste ned rapporten","Localization\Captions\DownloadReportMessage",
"Caption","View","Visning","ActionDesign\Actions\ChangeVariant",
"ToolTip","Switch current view representation","Bytt gjeldende visning-representasjon","ActionDesign\Actions\ChangeVariant",
"RelatedViewVariantsGroupCaption","View Variants","Visning varianter","NavigationItems",
"Caption","Save Script","Lagre script","ActionDesign\Actions\SaveScriptForDialogWindow",
"Caption","Pause Recording","Pause innspilling","ActionDesign\Actions\PauseRecording",
"Caption","Resume Recording","Gjenoppta innspilling","ActionDesign\Actions\ResumeRecording",
"Caption","Show Script","Vis skript","ActionDesign\Actions\ShowScript",
"Caption","Save Script","Lagre script","ActionDesign\Actions\SaveScript",
"Caption","Script","Skript","BOModel\DevExpress.ExpressApp.ScriptRecorder.Script",
"Caption","Script Log","Skript logg","BOModel\DevExpress.ExpressApp.ScriptRecorder.Script\OwnMembers\ScriptLog",
"Caption","EasyTest Recorder","Enkel test opptaker","ActionDesign\Actions\EasyTestRecorder",
"Value","Back Color","Back Color","Localization\Controls\HtmlEditor\BackcolorHint",
"Value","Bold","Bold","Localization\Controls\HtmlEditor\BoldHint",
"Value","Copy","Copy","Localization\Controls\HtmlEditor\CopyHint",
"Value","Cut","Cut","Localization\Controls\HtmlEditor\CutHint",
"Value","Font","Font","Localization\Controls\HtmlEditor\FontCaption",
"Value","Font","Font","Localization\Controls\HtmlEditor\FontHint",
"Value","Font Size","Font Size","Localization\Controls\HtmlEditor\FontSizeCaption",
"Value","Font Size","Font Size","Localization\Controls\HtmlEditor\FontSizeHint",
"Value"," Fore Color"," Fore Color","Localization\Controls\HtmlEditor\ForecolorHint",
"Value","Indent","Indent","Localization\Controls\HtmlEditor\IndentHint",
"Value","Insert Hyperlink","Insert Hyperlink","Localization\Controls\HtmlEditor\InsertHyperlinkHint",
"Value","Insert Image","Insert Image","Localization\Controls\HtmlEditor\InsertImageHint",
"Value","Insert Ordered List","Insert Ordered List","Localization\Controls\HtmlEditor\InsertOrderedListHint",
"Value","Insert Unordered List","Insert Unordered List","Localization\Controls\HtmlEditor\InsertUnorderedListHint",
"Value","Italic","Italic","Localization\Controls\HtmlEditor\ItalicHint",
"Value","Justify Center","Justify Center","Localization\Controls\HtmlEditor\JustifyCenterHint",
"Value","Justify Full","Justify Full","Localization\Controls\HtmlEditor\JustifyFullHint",
"Value","Justify Left","Justify Left","Localization\Controls\HtmlEditor\JustifyLeftHint",
"Value","Justify Right","Justify Right","Localization\Controls\HtmlEditor\JustifyRightHint",
"Value","Outdent","Outdent","Localization\Controls\HtmlEditor\OutdentHint",
"Value","Paste","Paste","Localization\Controls\HtmlEditor\PasteHint",
"Value","Redo","Redo","Localization\Controls\HtmlEditor\RedoHint",
"Value","Remove Formating","Remove Formating","Localization\Controls\HtmlEditor\RemoveFormatingHint",
"Value","Remove Hyperlink","Remove Hyperlink","Localization\Controls\HtmlEditor\RemoveHyperlinkHint",
"Value","Strikeout","Strikeout","Localization\Controls\HtmlEditor\StrikeoutHint",
"Value","Address","Address","Localization\Controls\HtmlEditor\StyleAddressCaption",
"Value","Heading","Heading","Localization\Controls\HtmlEditor\StyleHeadingCaption",
"Value","Normal","Normal","Localization\Controls\HtmlEditor\StyleNormalCaption",
"Value","Styles","Styles","Localization\Controls\HtmlEditor\StylesCaption",
"Value","Styles","Styles","Localization\Controls\HtmlEditor\StylesHint",
"Value","Subscript","Subscript","Localization\Controls\HtmlEditor\SubscriptHint",
"Value","Superscript","Superscript","Localization\Controls\HtmlEditor\SuperscriptHint",
"Value","Design","Design","Localization\Controls\HtmlEditor\TabDesignCaption",
"Value","Underline","Underline","Localization\Controls\HtmlEditor\UnderlineHint",
"Value","Undo","Undo","Localization\Controls\HtmlEditor\UndoHint",
"Value","Object is not valid","Object is not valid","Localization\Controls\SchedulerModuleBase\ObjectNotValid",
"Value","Warning","Warning","Localization\Controls\SchedulerModuleBase\RecurrenceChangingHeader",
"Value","All the exceptional occurrences of the current recurring event will be lost. Are you sure?","All the exceptional occurrences of the current recurring event will be lost. Are you sure?","Localization\Controls\SchedulerModuleBase\RecurrenceChangingMessage",
"Caption","Refresh KPI","Refresh KPI","ActionDesign\Actions\RefreshKpi",
"Caption","Show Chart","Vis diagram","ActionDesign\Actions\ShowChart",
"Caption","Base Kpi Object","Base Kpi Object","BOModel\DevExpress.ExpressApp.Kpi.BaseKpiObject",
"Caption","IDate Range","IDate Range","BOModel\DevExpress.ExpressApp.Kpi.IDateRange",
"Caption","Name","navn","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\Name",
"Caption","Caption","Tittel","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\Caption",
"Caption","Start Point","Start punkt","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\StartPoint",
"Caption","End Point","Slutt punkt","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\EndPoint",
"Caption","Kpi","Kpi","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\Kpi",
"Caption","Actions Toolbar Visibility","Actions Toolbar Visibility","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\ActionsToolbarVisibility",
"Caption","Definition","Definisjon","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition",
"Caption","Name","navn","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Name",
"Caption","Active","Aktiv","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Active",
"Caption","Target Object Type","Mål-objekttype","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\TargetObjectType",
"Caption","Criteria","Vilkår","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Criteria",
"Caption","Expression","Uttrykk","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Expression",
"Caption","Green Zone","Grønn sone","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\GreenZone",
"Caption","Red Zone","Rød sone","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RedZone",
"Caption","Range","Rekkevidde","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Range",
"Caption","Compare","Sammenligne","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Compare",
"Caption","Range To Compare","Område for sammenligning","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RangeToCompare",
"Caption","Measurement Frequency","Måling frekvens","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\MeasurementFrequency",
"Caption","Direction","Retning","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Direction",
"Caption","Period","Periode","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Period",
"Caption","Current","Gjeldende","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Current",
"Caption","Objects","Objekter","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Objects",
"Caption","Suppressed Series","Dempede serier","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\SuppressedSeries",
"Caption","Enable Customize Representation","Aktiver tilpass representasjon","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\EnableCustomizeRepresentation",
"Caption","Kpi History Item","KPI loggelement","BOModel\DevExpress.ExpressApp.Kpi.KpiHistoryItem",
