"Property Name",,"cs","Node Path","Description"
"Value","Hide image","Hide image","Localization\Controls\DropDownImageEdit\HideImage",
"Value","Image","Image","Localization\Controls\DropDownImageEdit\PopupHeader",
"Value","Show image","Show image","Localization\Controls\DropDownImageEdit\ShowImage",
"Value","There are no records to display.","Žádné záznamy k zobrazení.","Localization\Messages\ThereAreNoRecordsToDisplay",
"Caption","Log On","Přihlásit","Views\LogonAttemptsAmountedToLimit_DetailView",
"Text","After three unsuccessful login attempts, the browser should be closed. Please consider contacting an administrator about your login details.","Po třech neúspěšných pokusech o přihlášení bude prohlížeč zavřen. Kontaktujte administrátora s informací o detailech přihlášení.","Views\LogonAttemptsAmountedToLimit_DetailView\Items\LogonText",
"Caption","Log On","Přihlásit","Views\ParameterlessLogonFailedInfo_DefaultDetailView",
"Text","{0} Please consider contacting an administrator about your login details.","{0} Kontaktujte administrátora s informací o detailech přihlášení.","Views\ParameterlessLogonFailedInfo_DefaultDetailView\Items\Message",
"Value","Blob data","Blob data","Localization\AuditTrail\BlobDataString",
"Value","N/A","N/A","Localization\AuditTrail\NullValueString",
"Caption","Validate","Ověřit","ActionDesign\Actions\ShowAllContexts",
"ToolTip","Validate selected object(s) in all presented contexts","Ověřit vybrané objekty ve všech aktuálních kontextech","ActionDesign\Actions\ShowAllContexts",
"Caption","Context Validation Result","Výsledek ověřování kontextu","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult",
"Caption","Context","Kontext ","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult\OwnMembers\Context",
"Caption","State","Stav","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult\OwnMembers\State",
"Caption","Broken Rules","Neplatná pravidla","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult\OwnMembers\BrokenRules",
"Caption","Displayable Validation Result Items","Zobrazené položky výsledku ověřování","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult\OwnMembers\DisplayableValidationResultItems",
"Caption","Validation Details","Detaily ověření","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem",
"Caption","Rule Name","Název pravidla","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\RuleName",
"Caption","Context Caption","Kontext titulku","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\ContextCaption",
"Caption","Context Id","Kontext Id","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\ContextId",
"Caption","Rule","Pravidlo","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\Rule",
"Caption","State","Stav","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\State",
"Caption","Error Message","Chybová zpráva","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\ErrorMessage",
"Caption","Target","Cíl","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\TargetCaption",
"Caption","Rule Properties","Vlastnosti pravidla","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\RuleProperties",
"Caption","Validation Results","Výsledky ověřování","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ValidationResults",
"Caption","Results","Výsledky","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ValidationResults\OwnMembers\Results",
"Caption","Highlight Errors","Vyznačené chyby","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ValidationResults\OwnMembers\HighlightErrors",
"Caption","Displayable Validation Result Items","Zobrazené položky výsledku ověřování","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ValidationResults\OwnMembers\DisplayableValidationResultItems",
"Caption","IRule Base Properties","IPravidlo základních vlastností","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties",
"Caption","Id","Id","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\Id",
"Caption","Name","Jméno","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\Name",
"Caption","Custom Message Template","Šablona vlastní zprávy","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\CustomMessageTemplate",
"Caption","Target Type","Typ cíle","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\TargetType",
"Caption","Target Context IDs","Cílový kontext IDs","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\TargetContextIDs",
"Caption","Invert Result","Invertovat výsledek","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\InvertResult",
"Caption","Skip Null Or Empty Values","Ignorovat Null nebo prázdné hodnoty","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Skip Null Or Empty Values","Zpráva šablony ignorovat Null nebo prázdné hodnoty","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\MessageTemplateSkipNullOrEmptyValues",
"Caption","Message Template Target Does Not Satisfy Target Criteria","Zpráva šablony cíl nevyhovuje cílovým kritériím ","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyTargetCriteria",
"Caption","Target Criteria","Kritéria cíle","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\TargetCriteria",
"Caption","IRule Collection Property Properties","IRule Collection Property Properties","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties",
"Caption","Target Collection Owner Type","Vlastník typu cílové kolekce","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\TargetCollectionOwnerType",
"Caption","Target Collection Property Name","Název vlastnosti cílové kolekce","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\TargetCollectionPropertyName",
"Caption","Message Template Target Does Not Satisfy Collection Criteria","Zpráva šablony cíl nevyhovuje kritériím kolekce","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyCollectionCriteria",
"Caption","Message Template Collection Validation Message Suffix","Zpráva šablony ověření kolekce je příponou zprávy","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\MessageTemplateCollectionValidationMessageSuffix",
"Caption","IRule Combination Of Properties Is Unique Properties","Ipravidlo kombinace vlastností je jedinečnou vlastností","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties",
"Caption","Target Properties","Vlastnosti cíle","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\TargetProperties",
"Caption","Message Template Combination Of Properties Must Be Unique","Zpráva šablony kombinace vlastností musí být unikátní","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\MessageTemplateCombinationOfPropertiesMustBeUnique",
"Caption","IRule Criteria Properties","IPravidlo vlastností kritéria","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties",
"Caption","Criteria","Kritéria","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\Criteria",
"Caption","Message Template Must Satisfy Criteria","Zpráva šablony musí vyhovovat kritériím ","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\MessageTemplateMustSatisfyCriteria",
"Caption","Used Properties","Used Properties","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\UsedProperties",
"Caption","IRule From Bool Property Properties","Ipravidlo logické vlastnosti vlastností","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties",
"Caption","Message Template Must Be True","Zpráva šablony musí být pravdivá","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties\OwnMembers\MessageTemplateMustBeTrue",
"Caption","Used Properties","Použité vlastnosti","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties\OwnMembers\UsedProperties",
"Caption","IRule Is Referenced Properties","Ipravidlo je referenční vlastnost","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties",
"Caption","Reference Property Name","Název vlastnosti odkazu","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\ReferencePropertyName",
"Caption","Looks For","Hledat","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Be Referenced","Zpráva šablony musí být odkaz","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\MessageTemplateMustBeReferenced",
"Caption","IRule Object Exists Properties","Ipravidlo objektu pro existující vlastnosti ","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties",
"Caption","Criteria","Kritéria","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\Criteria",
"Caption","Looks For","Hledat","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Exist","Zpráva šablony musí existovat","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\MessageTemplateMustExist",
"Caption","IRule Property Value Properties","IPravidlo vlastnosti pro hodnotu vlastností","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties",
"Caption","Target Property Name","Název cílové vlastnosti","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties\OwnMembers\TargetPropertyName",
"Caption","IRule Range Properties","Ipravidlo pro rozsah vlastností","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties",
"Caption","Minimum Value","Minimální hodnota","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MinimumValue",
"Caption","Minimum Value Expression","Výraz minimální hodnoty","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MinimumValueExpression",
"Caption","Maximum Value","Maximální hodnota ","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MaximumValue",
"Caption","Maximum Value Expression","Výraz maximální hodnoty","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MaximumValueExpression",
"Caption","Message Template Must Be In Range","Šablona zprávy musí být v rozsahu","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MessageTemplateMustBeInRange",
"Caption","IRule Regular Expression Properties","IRule Regular Expression Properties","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties",
"Caption","Pattern","Pattern","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties\OwnMembers\Pattern",
"Caption","Message Template Must Match Pattern","Zpráva šablony musí být shodná se vzorem","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties\OwnMembers\MessageTemplateMustMatchPattern",
"Caption","IRule Required Field Properties","Ipravidlo požadující vlastnosti pole","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties",
"Caption","Skip Null Or Empty Values","Ignorovat Null nebo prázdné hodnoty","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Must Not Be Empty","Zpráva šablony nesmí být prázdná","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties\OwnMembers\MessageTemplateMustNotBeEmpty",
"Caption","IRule Search Object Properties","IPravidlo hledání vlastností objektu","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties",
"Caption","Found Object Messages Separator","Nalezený objekt je separátor zpráv","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessagesSeparator",
"Caption","Found Object Message Format","Nalezený objekt je formátem zprávy","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Criteria Evaluation Behavior","Vyhodnocení chování kritéria","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\CriteriaEvaluationBehavior",
"Caption","Include Current Object","Vložit aktuální objekt","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\IncludeCurrentObject",
"Caption","Message Template Found Objects","Zpráva šablony nalezla objekty ","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\MessageTemplateFoundObjects",
"Caption","IRule String Comparison Properties","Ipravidlo pro řetězec srovnání vlastností","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties",
"Caption","Operator Type","Typ operátora","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperatorType",
"Caption","Operand Value","Hodnota operandu","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperandValue",
"Caption","Ignore Case","Ignorovat případ","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\IgnoreCase",
"Caption","Message Template Must Contain","Šablona zprávy musí obsahovat","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustContain",
"Caption","Message Template Must Begin With","Šablona zprávy musí začínat ","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeginWith",
"Caption","Message Template Must End With","Šablona zprávy musí končit ","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustEndWith",
"Caption","Message Template Must Be Equal","Šablona zprávy musí být shodná s ","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeEqual",
"Caption","Message Template Must Not Be Equal","Šablona zprávy nesmí být shodná s ","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqual",
"Caption","IRule Supports Collection Aggregates Properties","Ipravidlo podporující agregované vlastnosti kolekce","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties",
