"Property Name",,"ru","Node Path","Description"
"Caption","Looks For","Смотреть для","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Be Referenced","Шаблон сообщения о том что свойство должно быть ссылочным","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\MessageTemplateMustBeReferenced",
"Caption","IRule Object Exists Properties","Свойства правила проверяющего существование объекта","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties",
"Caption","Criteria","Критерий","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\Criteria",
"Caption","Looks For","Смотреть для","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Exist","Шаблон сообщения о существовании объекта","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\MessageTemplateMustExist",
"Caption","IRule Property Value Properties","Свойства правила проверяющего значение свойства","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties",
"Caption","Target Property Name","Имя проверяемого свойства","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties\OwnMembers\TargetPropertyName",
"Caption","IRule Range Properties","Свойства правила проверяющего диапазон","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties",
"Caption","Minimum Value","Минимальное значение","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MinimumValue",
"Caption","Minimum Value Expression","Выражение для минимального значения","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MinimumValueExpression",
"Caption","Maximum Value","Максимальное значение","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MaximumValue",
"Caption","Maximum Value Expression","Выражение для максимального значения","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MaximumValueExpression",
"Caption","Message Template Must Be In Range","Шаблон сообщения о соответствии диапазону","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MessageTemplateMustBeInRange",
"Caption","IRule Regular Expression Properties","Свойства правила основанного на регулярном выражении","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties",
"Caption","Pattern","Регулярное выражение","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties\OwnMembers\Pattern",
"Caption","Message Template Must Match Pattern","Шаблон сообщения о соответствии регулярному выражению","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties\OwnMembers\MessageTemplateMustMatchPattern",
"Caption","IRule Required Field Properties","Правило требующее наличия значения у поля","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties",
"Caption","Skip Null Or Empty Values","Пропускать неопределенные и пустые значения","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Must Not Be Empty","Шаблон сообщения о наличии значения","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties\OwnMembers\MessageTemplateMustNotBeEmpty",
"Caption","IRule Search Object Properties","Свойства правила поиска","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties",
"Caption","Found Object Messages Separator","Разделитель сообщений о найденных объектах","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessagesSeparator",
"Caption","Found Object Message Format","Формат сообщения о найденных объектах","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Criteria Evaluation Behavior","Поведение при вычислении критерия","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\CriteriaEvaluationBehavior",
"Caption","Include Current Object","Включить текущий объект","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\IncludeCurrentObject",
"Caption","Message Template Found Objects","Шаблон сообщения о найденных объектах","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\MessageTemplateFoundObjects",
"Caption","IRule String Comparison Properties","Свойства правила для равнения строк","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties",
"Caption","Operator Type","Тип оператора","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperatorType",
"Caption","Operand Value","Значение операнда","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperandValue",
"Caption","Ignore Case","Игнорировать","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\IgnoreCase",
"Caption","Message Template Must Contain","Шаблон сообщения. Должен содержать","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustContain",
"Caption","Message Template Must Begin With","Шаблон сообщения. Должен начинаться с","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeginWith",
"Caption","Message Template Must End With","Шаблон сообщения. Должен заканчиваться","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustEndWith",
"Caption","Message Template Must Be Equal","Шаблон сообщения. Должен быть равен","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeEqual",
"Caption","Message Template Must Not Be Equal","Шаблон сообщения. Не должен быть равен","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqual",
"Caption","IRule Supports Collection Aggregates Properties","Свойства правила проверяющего поддержку агрегированных коллекций","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties",
"Caption","Target Collection Aggregate","Целевая агрегированная коллекция","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties\OwnMembers\TargetCollectionAggregate",
"Caption","IRule Unique Value Properties","Свойства правила проверяющего уникальность значения","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties",
"Caption","Found Object Message Format","Формат сообщения о найденных объектах","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Message Template Must Be Unique","Шаблон сообщения об уникальности","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties\OwnMembers\MessageTemplateMustBeUnique",
"Caption","IRule Value Comparison Properties","Свойства правила сравнивающего значения","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties",
"Caption","Right Operand","Правый операнд","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\RightOperand",
"Caption","Right Operand Expression","Выражение для вычисления правого операнда","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\RightOperandExpression",
"Caption","Operator Type","Тип оператора","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\OperatorType",
"Caption","Message Template Must Be Equal To Operand","Шаблон сообщения о равенстве операнду","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeEqualToOperand",
"Caption","Message Template Must Be Greater Than Operand","Шаблон сообщения том что значение должно быть больше операнда","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeGreaterThanOperand",
"Caption","Message Template Must Be Greater Than Or Equal To Operand","Шаблон сообщения том что значение должно быть больше или равно операнду","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeGreaterThanOrEqualToOperand",
"Caption","Message Template Must Be Less Than Operand","Шаблон сообщения том что значение должно быть меньше, операнда","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOperand",
"Caption","Message Template Must Be Less Than Or Equal To Operand","Шаблон сообщения том что значение должно быть меньше или равно операнду","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOrEqualToOperand",
"Caption","Message Template Must Not Be Equal To Operand","Шаблон сообщения том что значение должно быть равно операнду","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqualToOperand",
"Caption","Rule Base Properties","Базовые свойства правила","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties",
"Caption","Id","Идентификатор","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\Id",
"Caption","Name","Имя","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\Name",
"Caption","Custom Message Template","Шаблон сообщения","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\CustomMessageTemplate",
"Caption","Target Type","Целевой тип","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetType",
"Caption","Target Context IDs","Идентификаторы целевого контекста","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetContextIDs",
"Caption","Invert Result","Инвертировать результат","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\InvertResult",
"Caption","Skip Null Or Empty Values","Пропускать неопределенные и пустые значения","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Skip Null Or Empty Values","Шаблон сообщения о пропуске пустых и неопределенных значений","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateSkipNullOrEmptyValues",
"Caption","Message Template Target Does Not Satisfy Target Criteria","Шаблон сообщения о несоответствии цели критерию","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyTargetCriteria",
